DANH SÁCH TÀI LIỆU SỐ - THƯ VIỆN QNU;;;;;;;;;;;;;
STT;Tiêu đề;Tác giả;Tác giả phụ;Năm xuất bản;Nhà xuất bản;Chủ đề;Chuyên ngành;Học phần;Loại tài liệu;Kiểu tài liệu;Ngôn ngữ;Link URL;Ghi chú
10982;Nghiên cứu tổng hợp vật liệu composite SrTiO3/ZnO ứng dụng làm chất xúc tác quang;Lê Thị Minh Đoan;;2023;Trường Đại học Quy Nhơn;"Vật liệu hóa học; Tổng hợp; Ứng dụng; Chất xúc tác";;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=10848;CÓ FILE
10983;Nghiên cứu điều chế composite phosphorus trên nền carbon ứng dụng làm vật liệu anode cho pin sạc lothium;Nguyễn Lê Diệu Ái;;2023;Trường Đại học Quy Nhơn;"Vật liệu hóa học; Điều chế; Ứng dụng; Pin";;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=10849;CÓ FILE
10984;Nghiên cứu phản ứng este hóa xử lý ffa trong dầu ăn phế thải ứng dụng sản xuất nhiên liệu sinh học B5, B10;Nguyễn Thị Thùy Hồng;;2023;Trường Đại học Quy Nhơn;"Phản ứng hóa học; Nghiên cứu; Ứng dụng; Sản xuất; Nhiên liệu sinh học";;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=10850;CÓ FILE
10985;Tổng hợp, xác định cấu trúc và đánh giá hoạt tính sinh học các phức chất của ion Co2+, Ni2+ với N'-(benzoyl)-N,N-(3-Oxapentan-1,5-Diyl)thiourea;Trần Mộng Thy;;2023;Trường Đại học Quy Nhơn;"Cấu trúc; Hoạt tính sinh học; Phức chất; Ion";;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=10851;CÓ FILE
10986;Tổng hợp vật liệu xúc tác quang WO3/g-C3N4 ứng dụng phân hủy chất kháng sinh trong môi trường nước;Diệp Thị Mỹ Linh;;2023;Trường Đại học Quy Nhơn;"Vật liệu hóa học; Tổng hợp; Xúc tác; Phân hủy; Chất kháng sinh";;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=10852;CÓ FILE
10987;Tổng hợp vật liệu xúc tác quang V2O5/g-C3N4 ứng dụng phân hủy chất kháng sinh trong môi trường nước;Trương Thị Vương;;2023;Trường Đại học Quy Nhơn;"Vật liệu hóa học; Tổng hợp; Xúc tác; Phân hủy; Chất kháng sinh";;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=10853;CÓ FILE
10988;Tổng hợp vật liệu xúc tác quang C-TiO2/g-C3N4 ứng dụng phân hủy chất kháng sinh trong môi trường nước;Lê Thị Chép;;2023;Trường Đại học Quy Nhơn;"Vật liệu hóa học; Tổng hợp; Xúc tác; Phân hủy; Chất kháng sinh";;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=10854;CÓ FILE
10989;Nghiên cứu tổng hợp vật liệu Nd2O3/SiO2 ứng dụng làm chất cung cấp dinh dưỡng cho cây dược liệu;Lê Thị Hồng Nhân;;2023;Trường Đại học Quy Nhơn;"Tổng hợp; Vật liệu hóa học; Ứng dụng; Cây dược liệu";;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=10855;CÓ FILE
10990;Tổng hợp composite BiOI/Bi2O2CO3 dùng làm chất xúc tác quang trong vùng ánh sáng khả kiến;Nguyễn Tống Yến Như;;2023;Trường Đại học Quy Nhơn;"Vật liệu hóa học; Tổng hợp; Chất xúc tác; Ánh sáng";;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=10856;CÓ FILE
10991;Nghiên cứu tổng hợp vật liệu điện sắc viologen trên nền ITO/ZNO định hướng ứng dụng trong thiết bị thông minh;Nguyễn Duy Điền;;2023;Trường Đại học Quy Nhơn;"Tổng hợp; Vật liệu hóa học; Ứng dụng; Thiết bị; Thông minh";;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=10857;CÓ FILE
10992;Nghiên cứu tổng hợp vật liệu xúc tác quang C-TiO2/g-C3N4 trên pha nền rGO biến tính ứng dụng phân hủy chất kháng sinh trong môi trường nước;Phạm Thị Yến Nhi;;2023;Trường Đại học Quy Nhơn;"Tổng hợp; Vật liệu xúc tác quang; Chất kháng sinh; Môi trường nước";;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=10858;CÓ FILE
10993;Nghiên cứu ứng dụng gia vị truyền thống trong chế biến, bảo quản nem chua Bình Định;Nguyễn Chí Toàn;;2023;Trường Đại học Quy Nhơn;"Ứng dụng; Gia vị; Chế biến; Bảo quản; Nem chua; Bình Định";;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=10859;CÓ FILE
10994;Nghiên cứu ứng dụng gia vị truyền thống trong chế biến, bảo quản tré Bình Định;Nguyễn Kim Huynh;;2023;Trường Đại học Quy Nhơn;"Ứng dụng; Gia vị; Chế biến; Bảo quản; Tré; Bình Định";;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=10860;CÓ FILE
10995;Thực hiện chính sách an sinh xã hội trên địa bàn thành phố Quy Nhơn, tỉnh Bình Định;Nguyễn Thị Ánh Hằng;;2023;Trường Đại học Quy Nhơn;"Chính sách; An sinh xã hội; Quy Nhơn; Bình Định";;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=10862;CÓ FILE
10996;Phát triển quan hệ đối tác chiến lược Việt Nam - Thái Lan trên lĩnh vực chính trị - ngoại giao;Nguyễn Ngọc Huy;;2023;Trường Đại học Quy Nhơn;"Đối tác chiến lược; Quan hệ; Việt Nam; Thái Lan; Chính trị; Ngoại giao";;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=10863;CÓ FILE
10997;Xây dựng văn hóa công sở tại các cơ quan khối Đảng tỉnh Bình Định;Nguyễn Thiên Trúc;;2023;Trường Đại học Quy Nhơn;"Xây dựng văn hóa; Công sở; Cơ quan; Đảng; Bình Định";;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=10864;CÓ FILE
10998;Nâng cao năng lực tổ chức thực tiễn cho đội ngũ cán bộ chủ chốt cấp xã của huyện Vĩnh Thạnh, tỉnh Bình Định;Đinh Khánh;;2023;Trường Đại học Quy Nhơn;"Năng lực; Tổ chức; Cán bộ; Cấp xã; Vĩnh Thạnh; Bình Định";;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=10865;CÓ FILE
10999;Đổi mới phương thức hoạt động của Đoàn Thanh niên Cộng sản Hồ Chí Minh trên địa bàn thị xã Đức Phổ, tỉnh Quảng Ngãi;Ngô Huy Công;;2023;Trường Đại học Quy Nhơn;"Đoàn TNCS Hồ Chí Minh; Hoạt động; Đức Phổ; Quảng Ngãi";;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=10866;CÓ FILE
11000;Thực hiện dân chủ trong hoạt động của các trường Trung học cơ sở trên địa bàn thị xã An Nhơn, tỉnh Bình Định;Lê Thị Huỳnh My;;2023;Trường Đại học Quy Nhơn;"Dân chủ; Trường trung học cơ sở; An Nhơn; Bình Định";;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=10867;CÓ FILE
11001;Xây dựng đội ngũ cán bộ Hội Nông dân cấp xã trên địa bàn tỉnh Bình Định;Nguyễn Văn Đức;;2023;Trường Đại học Quy Nhơn;"Cán bộ; Cấp xã; Hội Nông dân; Bình Định";;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=10868;CÓ FILE
11002;Xây dựng đội ngũ cán bộ chủ chốt cấp xã ở huyện Kbang, tỉnh Gia Lai;Huỳnh Văn Nam;;2023;Trường Đại học Quy Nhơn;"Xây dựng; Cán bộ; Cấp xã; Kbang; Gia Lai";;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=10869;CÓ FILE
11003;Nâng cao chất lượng công tác dân vận của Đoàn Thanh niên Cộng sản Hồ Chí Minh ở thị xã Hoài Nhơn, tỉnh Bình Định;Huỳnh Thị Bích Trang;;2023;Trường Đại học Quy Nhơn;"Công tác dân vận; Đoàn TNCS Hồ Chí Minh; Hoài Nhơn; Bình Định";;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=10870;CÓ FILE
11004;Phát triển đội ngũ công chức cấp xã ở huyện Tuy Phước, tỉnh Bình Định;Võ Thị Tình;;2023;Trường Đại học Quy Nhơn;"Đội ngũ; Công chức; Phát triển; Cấp xã; Tuy Phước; Bình Định";;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=10871;CÓ FILE
11005;Thực hiện chính sách đào tạo, bồi dưỡng viên chức Sở Nông nghiệp và Phát triển Nông thôn tỉnh Bình Định;Võ Văn Hoan;;2023;Trường Đại học Quy Nhơn;"Đào tạo; Bồi dưỡng; Viên chức; Sở Nông nghiệp và Phát triển Nông thôn; Bình Định";;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=10872;CÓ FILE
11006;Nâng cao hiệu quả công tác dân vận của Đảng bộ huyện Tây Sơn, tỉnh Bình Định;Đặng Thị Thúy Hằng;;2023;Trường Đại học Quy Nhơn;"Công tác dân vận; Đảng bộ huyện; Tây Sơn; Bình Định";;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=10873;CÓ FILE
11007;Thực hiện chính sách tôn giáo trên địa bàn huyện Tuy Phước, tỉnh Bình Định;Nguyễn Thị Thu Hiền;;2023;Trường Đại học Quy Nhơn;"Chính sách tôn giáo; Tuy Phước; Bình Định";;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=10874;CÓ FILE
11008;Nâng cao chất lượng giám sát của Hội đồng nhân dân cấp xã trên địa bàn huyện Phù Mỹ, tỉnh Bình Định;Nguyễn Thị Phương Toàn;;2023;Trường Đại học Quy Nhơn;"Giám sát; Chất lượng; Hội đồng nhân dân; Phù Mỹ; Bình Định";;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=10875;CÓ FILE
11009;Thực hiện chính sách bảo tồn, phát huy giá trị văn hóa của dân tộc Co ở tỉnh Quảng Ngãi;Nguyễn Thị Phương Dung;;2023;Trường Đại học Quy Nhơn;"Giá trị văn hóa; Bảo tồn; Dân tộc Co; Quảng Ngãi; Chính trị học";;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=10876;CÓ FILE
11010;Giáo dục chính trị cho công chức, viên chức tại Sở Nông nghiệp và Phát triển Nông thôn tỉnh Bình Định;Hồ Quốc Tuấn;;2023;Trường Đại học Quy Nhơn;"Giáo dục chính trị; Công chức; Viên chức; Sở Nông nghiệp và Phát triển Nông thôn; Bình Định";;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=10877;CÓ FILE
11011;Nâng cao hiệu quả công tác Tuyên giáo của Đảng bộ huyện Tuy Phước, tỉnh Bình Định;Nguyễn Thị Phượng;;2023;Trường Đại học Quy Nhơn;"Công tác tuyên giáo; Đảng bộ huyện; Tuy Phước; Bình Định";;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=10878;CÓ FILE
11012;Tăng cường công tác an ninh ở cảng biển Quy Nhơn, tỉnh Bình Định;Nguyễn Nhật Minh;;2023;Trường Đại học Quy Nhơn;"Công tác; An ninh; Cảng biển; Quy Nhơn; Bình Định";;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=10879;CÓ FILE
11013;Thực hiện chính sách bảo vệ trẻ em trên địa bàn tỉnh Bình Định;Nguyễn Hoàng Thanh;;2023;Trường Đại học Quy Nhơn;"Chính sách; Bảo vệ trẻ em; Tỉnh Bình Định";;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=10880;CÓ FILE
11014;Phát triển quan hệ đối tác chiến lược Việt Nam - Singapore trên lĩnh vực chính trị - ngoại giao;Trần Lê Ánh Nguyệt;;2023;Trường Đại học Quy Nhơn;"Quan hệ; Đối tác chiến lược; Việt Nam; Singapore; Chính trị; Ngoại giao";;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=10881;CÓ FILE
11015;Đào tạo, bồi dưỡng công chức tại Chi cục Thủy sản tỉnh Bình Định;Nguyễn Thành Trì;;2023;Trường Đại học Quy Nhơn;"Đào tạo; Bồi dưỡng; Công chức; Chi cục Thủy sản; Bình Định";;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=10882;CÓ FILE
11016;Giáo dục chính trị, tư tưởng cho Đảng viên trong Đảng bộ khối doanh nghiệp tỉnh Bình Định;Vũ Văn Phương;;2023;Trường Đại học Quy Nhơn;"Giáo dục chính trị; Tư tưởng; Đảng viên; Doanh nghiệp; Bình Định";;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=10883;CÓ FILE
11017;Thực hiện dân chủ ở cơ sở tại Công ty Cổ phần Kỹ thuật Xây dựng Đại Tường, thành phố Quy Nhơn, tỉnh Bình Định;Phạm Minh Quốc;;2023;Trường Đại học Quy Nhơn;"Dân chủ cơ sở; Công ti cổ phần; Xây dựng; Quy Nhơn; Bình Định";;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=10884;CÓ FILE
11018;Quản lý công tác đào tạo sơ cấp lý luận chính trị cho cán bộ, đảng viên trên địa bàn tỉnh Bình Định;Bùi Thị Việt Hà;;2023;Trường Đại học Quy Nhơn;"Quản lí; Đào tạo; Lí luận chính trị; Đảng viên; Bình Định";;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=10885;CÓ FILE
11019;Nâng cao chất lượng công tác tư tưởng của Đảng bộ tỉnh Bình Định;Nguyễn Thị Mỹ Ái;;2023;Trường Đại học Quy Nhơn;"Công tác tư tưởng; Chất lượng; Đảng bộ tỉnh; Bình Định";;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=10886;CÓ FILE
11020;Xây dựng đội ngũ báo cáo viên cấp tỉnh của Đảng bộ tỉnh Bình Định;Nguyễn Thị Ngọc Hà;;2023;Trường Đại học Quy Nhơn;"Báo cáo viên; Đội ngũ; Đảng bộ tỉnh; Bình Định";;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=10887;CÓ FILE
11021;Giáo dục đạo đức cách mạng cho học sinh các trường trung học phổ thông trên địa bàn huyện IaPa, tỉnh Gia Lai;Phạm Duy Phong;;2023;Trường Đại học Quy Nhơn;"Giáo dục đạo đức; Cách mạng; Học sinh; Trung học phổ thông; Gia Lai";;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=10888;CÓ FILE
11022;Xây dựng đội ngũ cán bộ lãnh đạo, quản lý ở huyện Hoài Ân, tỉnh Bình Định;Nguyễn Vũ Tuấn;;2023;Trường Đại học Quy Nhơn;"Cán bộ lãnh đạo; Đội ngũ; Quản lí; Hoài Ân; Bình Định";;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=10889;CÓ FILE
11023;Phân tích ma trận và một số ứng dụng;Võ Thị Lài;;2023;Trường Đại học Quy Nhơn;"Ma trận; Ứng dụng; Đại số; Lí thuyết số";;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=10890;CÓ FILE
11024;Dạng ma trận của Bổ đề S và một số điều kiện tương đương;Võ Văn Viên;;2023;Trường Đại học Quy Nhơn;"Ma trận; Bổ đề S; Đại số; Lí thuyết số";;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=10891;CÓ FILE
11025;Một số vấn đề về đường cong đại số phẳng;Trần Ngọc Trường;;2023;Trường Đại học Quy Nhơn;"Đường cong; Đại số; Lí thuyết số";;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=10892;CÓ FILE
11026;Một số vấn đề về giao của các đường cong đại số phẳng;Nguyễn Hoàng Châu Anh;;2023;Trường Đại học Quy Nhơn;"Đường cong; Đại số; Lí thuyết số";;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=10893;CÓ FILE
11027;Đạo hàm vectơ và một số ứng dụng trong máy học;Lưu Mỹ Thùy Lam;;2023;Trường Đại học Quy Nhơn;"Đạo hàm; Vectơ; Ứng dụng";;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=10894;CÓ FILE
11028;Đồ thị tinh thể và bảng Young;Nguyễn Vũ Bửu Nhiên;;2023;Trường Đại học Quy Nhơn;"Đồ thị; Tinh thể; Bảng Young; Lí thuyết số; Đại số";;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=10895;CÓ FILE
11029;Phân tích giá trị kỳ dị đồng thời nhiều ma trận và một số vấn đề liên quan;Bùi Thị Thanh Hiền;;2023;Trường Đại học Quy Nhơn;"Ma trận; Phân tích; Đại số; Lí thuyết số";;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=10896;CÓ FILE
11030;Tính khả nghịch của các tổ hợp tuyến tính của hai ma trận k-lũy đẳng;Cao Diễm Diễm;;2023;Trường Đại học Quy Nhơn;"Tính khả nghịch; Tổ hợp; Ma trận; Lí thuyết số; Đại số";;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=10897;CÓ FILE
11031;Đa diện Newton của đa thức Schur và đa thức Grothendieck đối xứng;Đặng Thị Thu Thảo;;2023;Trường Đại học Quy Nhơn;"Đa diện; Đa thức đối xứng; Lí thuyết số; Đại số";;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=10898;CÓ FILE
11032;Một số vấn đề về kỳ dị đường cong phẳng;Nguyễn Thị Huyền Trang;;2023;Trường Đại học Quy Nhơn;"Đường cong; Đại số; Lí thuyết số";;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=10899;CÓ FILE
11033;Nghiên cứu giá trị địa chất - địa mạo của thành tạo bazan cột tỉnh Phú Yên cho phát triển du lịch;Đào Duy Thoại;;2023;Trường Đại học Quy Nhơn;"Địa chất; Địa mạo; Du lịch; Phú Yên; Địa lí tự nhiên";;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=10900;CÓ FILE
11034;Đánh giá tài nguyên đất thị xã An Khê, tỉnh Gia Lai cho phát triển cây dược liệu;Đỗ Thị Nga;;2023;Trường Đại học Quy Nhơn;"Tài nguyên đất; Đánh giá; Cây dược liệu; An Khê";;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=10901;CÓ FILE
11035;Nghiên cứu biến động lớp phủ rừng huyện Kbang, tỉnh Gia Lai;Nguyễn Đại;;2023;Trường Đại học Quy Nhơn;"Lớp phủ; Rừng; Kbang; Gia Lai";;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=10902;CÓ FILE
11036;Đánh giá tài nguyên tự nhiên thị trấn Măng Đen và phụ cận phụ vụ phát triển du lịch xanh;Trương Thị Thúy;;2023;Trường Đại học Quy Nhơn;"Tài nguyên tự nhiên; Đánh giá; Phát triển; Du lịch xanh";;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=10903;CÓ FILE
11037;Nghiên cứu tài nguyên đất thị xã An Khê, tỉnh Gia Lai cho sản xuất nông nghiệp trong bối cảnh biến đổi khí hậu;Hà Thị Thương;;2023;Trường Đại học Quy Nhơn;"Tài nguyên đất; Sản xuất; Nông nghiệp; Biến đổi khí hậu; An Khê; Gia Lai";;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=10904;CÓ FILE
11038;Nghiên cứu biến động và đề xuất mô hình bảo tồn, phát triển rừng ngập mặn dựa vào cộng đồng tại Đầm Nha Phu, tỉnh Khánh Hòa;Trần Thị Thu;;2023;Trường Đại học Quy Nhơn;"Rừng ngập mặn; Bảo toàn; Phát triển; Đầm Nha Phu; Khánh Hòa";;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=10905;CÓ FILE
11039;Đánh giá tài nguyên đất cho phát triển cây sắn trên địa bàn huyện Vân Canh, tỉnh Bình Định;Nguyễn Dương Anh Vũ;;2023;Trường Đại học Quy Nhơn;"Tài nguyên đất; Sắn; Phát triển; Vân Canh; Bình Định";;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=10906;CÓ FILE
11040;Đánh giá tiềm năng đất đai huyện Kông Chro, tỉnh Gia Lai phục vụ sản xuất nông nghiệp;Phạm Thị Nga;;2023;Trường Đại học Quy Nhơn;"Đất đai; Đánh giá; Tiềm năng; Sản xuất; Nông nghiệp; Gia Lai";;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=10907;CÓ FILE
11041;Nghiên cứu điều kiện tự nhiên, tài nguyên thiên nhiên phục vụ phát triển du lịch huyện Phù Cát, tỉnh Bình Định;Nguyễn Công Định;;2023;Trường Đại học Quy Nhơn;"Tài nguyên thiên nhiên; Phát triển; Du lịch; Phù Cát; Bình Định";;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=10908;CÓ FILE
11042;Đánh giá thích hợp đất đai cho cây công nghiệp ngắn ngày trên địa bàn huyện Phù Cát, tỉnh Bình Định;Nguyễn Như Quý;;2023;Trường Đại học Quy Nhơn;"Đất đai; Đánh giá; Cây công nghiệp; Phù Cát; Bình Định";;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=10909;CÓ FILE
11043;Nghiên cứu đặc điểm địa chất - địa mạo huyện Kbang, tỉnh Gia Lai phục vụ dạy học địa lí ở trường phổ thông;Vũ Văn Chiến;;2023;Trường Đại học Quy Nhơn;"Địa chất; Địa mạo; Nghiên cứu; Dạy học; Địa lí; Gia Lai";;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=10910;CÓ FILE
11044;Nghiên cứu tình hình và tác động của lũ lụt đến sản xuất nông nghiệp ở hạ lưu sông Kỳ Lộ, tỉnh Phú Yên;Võ Thị Như Sương;;2023;Trường Đại học Quy Nhơn;"Tác động; Lũ lụt; Sản xuất; Nông nghiệp; Phú Yên";;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=10911;CÓ FILE
11045;Đánh giá tác động của biến đổi khí hậu lưu vực sông Kỳ Lộ đến sinh kế cộng đồng địa phương;Nguyễn Thành Trung;;2023;Trường Đại học Quy Nhơn;"Biến đổi khí hậu; Tác động; Cộng đồng";;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=10912;CÓ FILE
11046;Nghiên cứu biến động lớp phủ thực vật ngập mặn thành phố Quy Nhơn, tỉnh Bình Định dưới tác động của đô thị hóa;Phạm Ngọc Vinh;;2023;Trường Đại học Quy Nhơn;"Lớp phủ thực vật; Ngập mặn; Biến động; Quy Nhơn; Bình Định";;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=10913;CÓ FILE
11047;Nghiên cứu xu hướng và ảnh hưởng của biên đổi khí hậu đến sản xuất nông nghiệp huyện Tuy Phước, tỉnh Bình Định;Võ Lê Hoài Mơ;;2023;Trường Đại học Quy Nhơn;"Biến đổi khí hậu; Xu hướng; Ảnh hưởng; Sản xuất; Nông nghiệp; Tuy Phước; Bình Định";;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=10914;CÓ FILE
11048;Nghiên cứu khả năng hấp phụ một số hợp chất hữu cơ dễ bay hơi trên bề mặt vật liệu MoX2 (X=S, Se) bằng phương pháp hóa học tính toán;Cao Thị Hương;;2023;Trường Đại học Quy Nhơn;"Hấp phụ hóa học; Hợp chất hữu cơ; Bay hơi; Hóa lí";;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=10915;CÓ FILE
11049;Nghiên cứu điều chế composite của Si trên các chất nền carbon, g-C3N4 ứng dụng làm vật liệu anode cho pin sạc lithium;Nguyễn Đức Nhân;;2023;Trường Đại học Quy Nhơn;"Điều chế; Vật liệu tổng hợp; Ứng dụng; Pin; Hóa lí";;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=10916;CÓ FILE
11050;Nghiên cứu phát triển hệ điện cực nhằm xác định oxy hòa tan trong nước nuôi thủy sản theo thời gian thực;Ngô Minh Hùng;;2023;Trường Đại học Quy Nhơn;"Điện cực; Nghiên cứu; Oxi; Hòa tan; Hóa lí";;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=10917;CÓ FILE
11051;Nghiên cứu điều kiện chiết tách tinh dầu và naringin từ vỏ bưởi da xanh ở huyện Hoài Ân, tỉnh Bình Định;Hồ Thanh Nam;;2023;Trường Đại học Quy Nhơn;"Nghiên cứu; Chiết tách; Tinh dầu; Bưởi da xanh; Hóa lí";;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=10918;CÓ FILE
11052;Nghiên cứu thu hồi các hợp chất của Li từ pin lithium thải dùng làm điện cực cho pin sạc lithium;Nguyễn Thị Nha Tra;;2023;Trường Đại học Quy Nhơn;"Nghiên cứu; Thu hồi; Hợp chất; Pin; Hóa lí";;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=10919;CÓ FILE
11053;Phát triển và tích hợp cảm biến ammonium và nitrate trong hệ thống giám sát chất lượng nước nuôi thủy sản ứng dụng công nghệ tiên tiến;Trần Thị Minh Kiên;;2023;Trường Đại học Quy Nhơn;"Tích hợp; Cảm biến; Giám sát; Nước; Nuôi trồng thủy sản; Công nghệ tiên tiến";;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=10920;CÓ FILE
11054;Các nhân tố ảnh hưởng đến tổ chức công tác kế toán của ủy ban nhân dân các cấp trên địa bàn tỉnh Bình Định;Dương Thị Tường Vi;;2023;Trường Đại học Quy Nhơn;"Nhân tố; Ảnh hưởng; Kế toán; Ủy ban nhân dân; Bình Định";;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=10921;CÓ FILE
